NumerOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,CreatedAt_encoded,CollectedAt_encoded,class
4321,9955,178,11,25,22090,22097,1
27928,27288,1376,12,102,22091,22098,1
158,366,4170,11,55,22092,22099,1
544,587,673,10,157,22093,22100,1
5359,5435,50,12,0,22094,22101,1
3183,3152,767,12,72,22095,22102,1
28974,29771,83,12,160,22096,22103,1
1275,2276,77,6,160,22097,22104,1
706,283,2641,8,44,22098,22105,1
1219,36531,1046,5,77,22099,22106,1
523,122,254,15,77,22100,22107,1
3563,3449,43,13,96,22101,22108,1
182,98,211,11,13,22102,22109,1
3945,3596,273,8,57,22103,22110,1
2011,1950,18769,10,160,22104,22111,1
15544,15445,3499,8,48,22105,22112,1
6069,6550,1932,15,30,22106,22113,1
2032,1847,399,8,136,22107,22114,1
7331,6664,189,13,160,22108,22115,1
1755,1365,1602,9,12,22109,22116,1
1087,739,334,7,87,22110,22117,1
215,400,18377,13,87,22111,22118,1
344,162,129,9,25,22112,22119,1
493,78,2,11,133,22113,22120,1
724,732,353,15,117,22114,22121,1
913,220,256,6,84,22115,22122,1
548,324,533,6,56,22116,22123,1
1246,1107,599,10,35,22117,22124,1
6,3,3,8,0,22118,22125,1
3133,2913,375,7,83,22119,22126,1
650,1023,12861,10,96,22120,22127,1
9382,8527,9502,11,58,22121,22128,1
1273,1031,1229,10,135,22122,22129,1
1885,1098,49,11,153,22123,22130,1
648,295,247,5,47,22124,22131,1
1353,1039,244,8,58,22125,22132,1
2537,2403,370,15,71,22126,22133,1
1389,1056,21,11,116,22127,22134,1
160,30,122,6,68,22128,22135,1
143,78,1406,9,51,22129,22136,1
888,542,72,7,50,22130,22137,1
12247,11930,32951,15,114,22131,22138,1
147,83,1024,5,132,22132,22139,1
10717,11415,2063,12,29,22133,22140,1
405,201,608,7,51,22134,22141,1
19298,27014,15601,6,151,22135,22142,1
9810,9182,688,13,94,22136,22143,1
1401,1195,9,12,40,22137,22144,1
22431,20528,21654,11,58,22138,22145,1
27073,25830,4935,5,19,22139,22146,1
161,40,439,15,2,22140,22147,1
179,62,70,13,87,22141,22148,1
9526,9638,3696,13,144,22142,22149,1
11573,10520,2625,12,102,22143,22150,1
1468,1216,159,14,90,22144,22151,1
10164,10050,2318,14,156,22145,22152,1
1277,437,32,7,46,22146,22153,1
1123,451,653,15,30,6744,22154,1
1487,783,32,7,41,22147,22155,1
1613,893,367,10,136,22148,22156,1
13418,12241,10294,10,126,22149,22157,1
25698,25242,11305,10,35,22150,22158,1
2391,3927,321,9,73,22151,22159,1
3317,3015,409,6,66,22152,22160,1
2334,3299,5501,12,38,22153,22161,1
87,18,259,8,0,22154,22162,1
2256,2073,236,12,41,22155,22163,1
2000,909,2930,11,90,22156,22164,1
63,12,3,14,0,22157,22165,1
2749,2656,1913,5,160,22158,22166,1
1322,359,89,6,65,22159,22167,1
3667,3507,249,10,123,22160,22168,1
12121,11193,4982,10,3,22161,22169,1
217,116,306,10,73,22162,22170,1
102,34,28,10,30,22163,22171,1
1887,2380,259,12,0,22164,22172,1
313,184,254,8,59,22165,22173,1
109,54,346,9,18,22166,22174,1
4979,4577,1445,9,12,22167,22175,1
4935,4744,1017,8,72,22168,22176,1
8378,7624,9052,7,23,22169,22177,1
1047,210,0,6,0,22170,22178,1
280,349,3190,8,151,22171,22179,1
1174,548,113,15,74,22172,22180,1
1279,269,123,9,47,22173,22181,1
5186,5025,4310,14,143,22174,22182,1
3766,3455,449,13,75,22175,22183,1
2536,2317,1291,13,59,22176,22184,1
37765,35646,13932,15,129,22177,22185,1
1605,655,627,10,77,22178,22186,1
1954,883,200,13,73,22179,22187,1
14333,14034,15612,6,159,6843,22188,1
1479,1334,184,8,137,22180,22189,1
1384,1330,6186,6,83,22181,22190,1
216,50,139,14,92,22182,22191,1
127,102,448,7,0,22183,22192,1
2014,2322,1001,15,67,22184,22193,1
1631,1870,5605,8,40,22185,22194,1
1523,1471,609,15,52,22186,22195,1
13779,12529,16695,12,151,22187,22196,1
311,492,906,12,124,22188,22197,1
19474,18857,9065,13,156,22189,22198,1
291,19,8,14,71,22190,22199,1
1155,1001,224,13,104,22191,22200,1
1043,817,31,8,45,22192,22201,1
4066,3748,884,12,60,22193,22202,1
1082,1443,229,14,121,22194,22203,1
230,21,12,12,52,22195,22204,1
4848,12707,1643,10,126,22196,22205,1
1548,659,65,8,0,22197,22206,1
6211,6815,422,14,71,22198,22207,1
1827,1851,190,13,37,22199,22208,1
19950,18290,5626,11,55,22200,22209,1
510,318,503,13,150,22201,22210,1
384,189,40,7,139,22202,22211,1
2956,2698,771,9,133,22203,22212,1
366,31,12,14,0,22204,22213,1
5909,5666,1361,7,113,22205,22214,1
5584,5135,161,14,97,22206,22215,1
1224,1080,30,11,0,22207,22216,1
536,133,19,10,130,22208,22217,1
17555,18351,2788,9,82,22209,22218,1
1649,293,103,12,94,22210,22219,1
6365,5786,6545,14,32,22211,22220,1
8590,8180,841,13,160,22212,22221,1
11451,10784,88,10,95,22213,22222,1
2092,2574,658,9,40,22214,22223,1
2809,3207,4288,8,153,22215,22224,1
4393,3993,1178,10,107,22216,22225,1
3094,2857,255,14,75,22217,22226,1
3728,3389,4125,5,123,22218,22227,1
713,433,1455,13,41,22219,22228,1
12795,11896,4879,12,90,22220,22229,1
30786,28209,231,12,131,22221,22230,1
2524,2936,269,13,99,22222,22231,1
775,257,30,8,105,22223,22232,1
736,409,3357,13,155,22224,22233,1
252,111,874,11,28,22225,22234,1
1936,855,127,15,55,22226,22235,1
4593,4297,384,9,76,22227,22236,1
11162,10959,12183,8,139,22228,22237,1
1003,586,2,15,20,22229,22238,1
4113,4410,907,10,118,22230,22239,1
45934,42449,351,9,139,22231,22240,1
20343,19908,1953,13,155,22232,22241,1
3207,3405,325,10,85,22233,22242,1
997,778,523,13,36,22234,22243,1
8356,7735,15528,9,87,22235,22244,1
758,245,44,12,72,22236,22245,1
4994,4673,543,15,57,22237,22246,1
8900,8440,40644,12,86,22238,22247,1
51,45,469,8,80,22239,22248,1
3149,2906,2946,10,110,22240,22249,1
1856,2376,526,8,82,22241,22250,1
2000,1472,465,10,40,22242,22251,1
22797,20818,280,11,96,22243,22252,1
3363,3060,1654,13,30,22244,22253,1
289,65,15,3,1,22245,22254,1
258,77,410,10,29,22246,22255,1
7555,6876,2084,9,68,22247,22256,1
335,177,495,10,0,22248,22257,1
4117,3832,3613,7,80,22249,22258,1
769,833,11,13,155,22250,22259,1
765,522,53418,7,0,22251,22260,1
808,289,2224,6,0,22252,22261,1
1011,382,147,14,6,22253,22262,1
674,88,4,7,0,22254,22263,1
711,168,1,15,85,22255,22264,1
879,604,18,5,0,22256,22265,1
3968,3607,11,13,121,22257,22266,1
72,9,51,13,90,22258,22267,1
160,46,549,14,73,22259,22268,1
1422,1770,134,14,119,22260,22269,1
112,86,91,15,96,22261,22270,1
350,196,806,7,0,22262,22271,1
1520,1271,57,8,30,22263,22272,1
4104,3730,1984,15,118,22264,22273,1
1829,1310,1427,13,90,22265,22274,1
2618,2389,619,7,160,7094,22275,1
6135,5636,12,13,39,22266,22276,1
6048,5498,238,15,44,22267,22277,1
1120,415,3704,11,136,22268,22278,1
3573,3548,3928,15,83,22269,22279,1
1633,573,58,13,41,22270,22280,1
1773,2075,908,14,61,22271,22281,1
579,499,335,14,122,22272,22282,1
182,88,198,11,0,22273,22283,1
203,176,947,6,102,22274,22284,1
6809,7130,1651,11,154,22275,22285,1
106,73,115,8,36,22276,22286,1
3593,3271,1880,10,103,22277,22287,1
24428,22564,8536,12,156,22278,22288,1
11802,12055,1222,13,80,22279,22289,1
46,778,413,13,123,22280,22290,1
1532,1282,119,11,91,22281,22291,1
1225,739,130,13,152,22282,22292,1
181,13,16,13,0,22283,22293,1
416,127,45,9,36,22284,22294,1
1508,1093,43,8,78,22285,22295,1
9691,9079,1234,8,85,22286,22296,1
3586,3271,72,13,82,22287,22297,1
443,631,147,12,135,22288,22298,1
213,404,124,3,0,22289,22299,1
762,417,89,11,157,22290,22300,1
98,40,216,15,140,22291,22301,1
5825,6090,1751,9,47,22292,22302,1
304,146,8,14,0,22293,22303,1
346,261,27,11,0,22294,22304,1
14241,13150,19843,15,157,22295,22305,1
2414,2619,263,14,21,22296,22306,1
4445,4045,373,10,156,22297,22307,1
3750,3494,1207,10,90,22298,22308,1
688,639,302,15,44,22299,22309,1
499,388,130,8,12,22300,22310,1
8494,8021,39195,7,137,22301,22311,1
1745,426,404,8,56,22302,22312,1
3156,2869,6266,13,95,22303,22313,1
21352,20489,38763,8,137,22304,22314,1
5331,4855,1787,11,153,22305,22315,1
2770,2518,348,15,127,22306,22316,1
35467,35235,734,15,59,22307,22317,1
1875,1566,1182,11,135,22308,22318,1
5296,4902,133,14,35,22309,22319,1
1851,1430,1468,11,53,22310,22320,1
11990,12390,1006,13,103,22311,22321,1
12968,11947,271,10,53,22312,22322,1
3527,4724,655,11,67,22313,22323,1
1093,429,56,8,24,22314,22324,1
514,436,1840,11,15,22315,22325,1
182,84,12,8,135,22316,22326,1
36058,34435,17721,14,55,22317,22327,1
2350,2187,276,10,27,22318,22328,1
7059,6877,623,8,136,22319,22329,1
9468,9051,1350,7,97,22320,22330,1
1468,249,51,7,0,22321,22331,1
595,65,38,8,0,22322,22332,1
1972,556,97,15,146,22323,22333,1
393,97,371,15,116,22324,22334,1
19753,21815,1019,7,139,22325,22335,1
11928,10853,1783,12,131,22326,22336,1
1466,443,56,15,52,22327,22337,1
1865,1804,506,9,110,22328,22338,1
10990,10538,1318,15,153,22329,22339,1
3153,3419,1824,9,38,22330,22340,1
290,198,1565,7,35,22331,22341,1
644,125,584,8,0,22332,22342,1
10532,9665,476,8,148,22333,22343,1
1668,881,176,11,100,22334,22344,1
1447,5771,674,13,75,22335,22345,1
6002,5852,645,13,79,22336,22346,1
12063,11195,700,12,47,22337,22347,1
1841,1774,6572,11,159,22338,22348,1
1916,1626,739,10,159,22339,22349,1
32283,34442,2125,11,137,22340,22350,1
21317,21073,3860,12,158,22341,22351,1
36385,35699,52374,10,141,22342,22352,1
120,65,134,6,43,22343,22353,1
6654,6613,117,11,157,22344,22354,1
1663,1425,3573,10,79,22345,22355,1
3929,3780,283,13,109,22346,22356,1
159,40,6,11,81,22347,22357,1
5131,4725,1979,7,80,22348,22358,1
1063,575,63,3,103,22349,22359,1
3876,3525,569,11,155,22350,22360,1
10884,10480,6556,7,158,22351,22361,1
1891,1367,672,15,135,22352,22362,1
477,339,424,9,158,22353,22363,1
270,238,6531,10,93,22354,22364,1
1835,532,17,8,53,22355,22365,1
855,819,144,9,34,22356,22366,1
4999,4553,12776,12,26,22357,22367,1
190,15,8,9,0,22358,22368,1
4190,3810,4384,14,126,22359,22369,1
25337,23561,456,8,159,22360,22370,1
104,20,22,9,75,22361,22371,1
253,123,1011,15,27,22362,22372,1
508,463,3028,8,7,22363,22373,1
108,15,45,11,31,22364,22374,1
2956,3785,491,14,94,22365,22375,1
2028,2084,347,12,27,22366,22376,1
1533,273,174,7,15,22367,22377,1
4960,5449,374,7,46,22368,22378,1
844,379,637,12,112,22369,22379,1
1754,231,86,9,59,22370,22380,1
1991,699,1493,10,65,22371,22381,1
424,309,89,11,0,22372,22382,1
7165,6514,370,9,137,22373,22383,1
2001,213,78,9,52,22374,22384,1
2912,3663,4447,7,106,22375,22385,1
20138,19211,665,15,153,22376,22386,1
960,1147,1654,11,23,22377,22387,1
401,70,792,5,75,22378,22388,1
394,293,33,13,0,22379,22389,1
344,323,293,9,42,22380,22390,1
377,260,313,11,159,22381,22391,1
1600,1851,4109,15,98,22382,22392,1
136,70,47,13,97,22383,22393,1
8655,8530,898,12,146,22384,22394,1
38214,36603,5425,8,160,22385,22395,1
393,197,188,4,131,22386,22396,1
2924,2658,90,14,0,22387,22397,1
11852,12979,2067,11,140,22388,22398,1
3190,3166,1095,12,0,22389,22399,1
299,146,2853,10,89,22390,22400,1
795,83,139,11,48,22391,22401,1
1294,432,152,8,27,22392,22402,1
506,81,30,14,45,22393,22403,1
1805,1154,598,10,0,22394,22404,1
216,5,1,12,28,22395,22405,1
707,184,390,4,30,22396,22406,1
11700,10893,1444,11,134,22397,22407,1
219,24,294,9,0,22398,22408,1
4837,4407,487,15,144,22399,22409,1
14930,15216,632,9,64,22400,22410,1
88,4,8,13,0,22401,22411,1
1675,627,1,9,36,22402,22412,1
578,4096,809,7,115,22403,22413,1
14724,13882,13775,12,72,22404,22414,1
2840,2581,471,11,137,22405,22415,1
3714,4311,1578,7,140,22406,22416,1
10947,9976,842,10,21,22407,22417,1
163,73,21,6,123,22408,22418,1
1893,1809,265,12,97,22409,22419,1
6830,8431,32131,14,132,22410,22420,1
3692,3361,2866,12,29,22411,22421,1
349,266,2127,13,40,22412,22422,1
292,102,12,12,0,22413,22423,1
4385,5171,8609,14,101,22414,22424,1
1376,987,314,12,102,22415,22425,1
26848,25309,2023,6,146,22416,22426,1
28,15,21,6,0,22417,22427,1
211,204,111,7,97,22418,22428,1
155,14,6,15,0,22419,22429,1
12089,11026,2001,15,159,22420,22430,1
2787,2533,246,14,107,22421,22431,1
167,1111,15486,6,16,22422,22432,1
2677,2590,3768,9,110,22423,22433,1
346,188,48,11,51,22424,22434,1
1415,1433,4,15,22,22425,22435,1
1316,1014,2914,10,34,22426,22436,1
946,235,4,10,0,22427,22437,1
1628,1685,712,7,160,22428,22438,1
19985,21857,2922,10,105,22429,22439,1
1801,122,30,14,35,22430,22440,1
799,337,52,8,122,22431,22441,1
584,170,42,15,56,22432,22442,1
1997,1224,146,12,0,22433,22443,1
1146,1022,588,8,67,22434,22444,1
10,1,6,7,0,22435,22445,1
705,1593,72884,10,153,22436,22446,1
197,35,14,14,74,22437,22447,1
4017,8162,8969,15,149,22438,22448,1
1113,209,222,8,0,22439,22449,1
6676,6199,462,8,153,22440,22450,1
4790,4773,13778,15,104,22441,22451,1
142,12,4,15,39,22442,22452,1
2001,1385,395,13,89,22443,22453,1
359,197,529,10,0,22444,22454,1
7482,7200,1231,4,25,22445,22455,1
8867,8574,4317,14,159,22446,22456,1
4412,4064,1277,12,153,22447,22457,1
599,539,620,10,105,22448,22458,1
2001,1765,765,10,160,22449,22459,1
1993,1581,974,13,146,22450,22460,1
1444,1204,269,12,124,22451,22461,1
329,198,199,8,25,22452,21027,1
241,193,81,9,19,22453,22462,1
5557,5561,1,13,0,22454,22463,1
315,12,19,10,72,22455,22464,1
3527,3206,1878,10,116,22456,22465,1
57829,57655,9194,8,114,22457,22466,1
5358,6480,2835,9,68,22458,22467,1
458,381,113,9,0,22459,22468,1
1102,263,30134,13,51,22460,22469,1
4076,6219,3929,9,41,22461,22470,1
2836,3156,856,10,45,22462,22471,1
10204,13877,2861,15,160,22463,22472,1
13436,21714,3362,13,94,22464,22473,1
6602,9347,1894,15,89,22465,22474,1
2518,3131,2986,14,124,22466,22475,1
19505,19159,1838,9,47,22467,22476,1
215,96,4219,14,47,22468,22477,1
1265,907,151,8,57,22469,22478,1
3552,3230,3962,8,129,22470,22479,1
431,264,31,11,118,22471,22480,1
24750,24376,4148,11,64,22472,22481,1
1991,1497,79,9,37,22473,22482,1
2680,2457,10699,10,110,22474,22483,1
1689,865,28,5,0,22475,22484,1
13685,13024,955,13,131,22476,22485,1
26481,24225,2721,14,134,22477,22486,1
15444,16217,1267,13,143,22478,22487,1
15939,15181,23521,8,86,22479,22488,1
1998,1026,27,15,144,22480,22489,1
1846,656,1246,8,30,22481,22490,1
2056,1906,1211,12,0,22482,22491,1
1459,1139,105,7,0,22483,22492,1
27858,25465,4587,13,125,22484,22493,1
5477,5121,389,14,153,22485,22494,1
724,63,486,10,0,22486,22495,1
1664,1575,3130,5,92,22487,22496,1
204,237,1197,11,119,22488,22497,1
5626,5812,3658,7,27,22489,22498,1
2711,2466,2948,12,83,22490,22499,1
7778,7596,543,7,131,22491,22500,1
2288,2382,446,9,91,22492,22501,1
351,227,503,11,71,22493,22502,1
1189,292,190,9,0,22494,22503,1
2821,2564,2211,11,156,22495,22504,1
1998,1743,2474,9,124,22496,22505,1
222,140,83,9,77,22497,22506,1
2087,2000,148,15,156,22498,22507,1
2319,3154,1730,10,141,22499,22508,1
1290,448,402,9,45,22500,22509,1
3672,3378,868,8,87,22501,22510,1
1894,470,45,7,76,22502,22511,1
2609,2371,694,13,134,22503,22512,1
6627,6426,656,8,44,22504,22513,1
189,37,2,11,142,22505,22514,1
1891,939,140,11,0,22506,22515,1
920,722,24,15,133,22507,22516,1
17168,20131,4423,12,0,22508,22517,1
3179,3175,3292,12,0,22509,22518,1
2001,1209,613,10,74,22510,22519,1
197,181,288,6,55,22511,22520,1
182,82,23,11,82,22512,22521,1
1612,1351,2321,14,150,22513,22522,1
108,30,309,12,13,22514,22523,1
1999,857,664,6,24,22515,22524,1
3889,3549,688,15,62,22516,22525,1
563,74,3,10,15,22517,22526,1
156,33,61,7,0,22518,22527,1
1465,1307,466,9,23,22519,22528,1
3624,4748,1189,10,90,22520,22529,1
1997,967,197,9,64,22521,22530,1
3762,3531,2195,13,25,22522,22531,1
2219,2610,1861,9,77,22523,22532,1
1897,1629,1007,15,58,22524,22533,1
19809,20163,15147,12,46,22525,22534,1
3653,3406,9669,13,84,22526,22535,1
930,128,164,12,97,22527,22536,1
30326,27671,3642,9,117,22528,22537,1
164,90,2843,9,115,22529,22538,1
58,529,192,14,157,22530,22539,1
2490,2691,515,8,133,22531,22540,1
18652,17071,9278,15,160,22532,22541,1
1875,1898,374,12,140,22533,22542,1
2244,2048,188,14,33,22534,22543,1
2586,2694,4090,10,130,22535,22544,1
16558,16727,10605,13,135,22536,22545,1
9911,9708,5670,14,0,22537,22546,1
2001,1493,691,9,70,22538,22547,1
3197,3288,17131,13,112,22539,22548,1
3448,3150,923,11,75,22540,22549,1
9258,8415,75,15,38,22541,22550,1
2002,1701,200,10,76,22542,22551,1
223,111,519,9,0,22543,22552,1
572,319,1162,9,47,22544,22553,1
2001,1480,767,11,141,22545,22554,1
92,62,995,11,106,22546,22555,1
2000,1032,8,12,91,22547,22556,1
232,586,863,7,46,22548,22557,1
9935,20586,2274,15,92,22549,22558,1
5867,7410,2298,14,141,22550,22559,1
1515,811,31,13,69,22551,22560,1
12004,15368,504,9,41,22552,22561,1
599,450,861,9,74,22553,22562,1
1443,839,75,12,0,22554,22563,1
1594,666,31,10,60,22555,22564,1
2002,1433,142,14,0,22556,22565,1
1494,876,299,11,82,22557,22566,1
3227,2933,6075,14,35,22558,22567,1
14551,13221,8383,14,0,22559,22568,1
391,210,421,10,0,22560,22569,1
639,603,270,11,120,22561,22570,1
15341,15189,354,15,45,22562,22571,1
1879,2222,408,7,160,22563,22572,1
8952,8714,788,7,158,22564,22573,1
1539,1055,375,10,91,22565,22574,1
6218,11068,242,13,154,22566,22575,1
1303,605,100,14,148,22567,22576,1
5217,8752,2344,12,154,22568,22577,1
27156,28215,1105,14,159,22569,22578,1
7277,8121,1418,13,102,22570,22579,1
376,192,264,15,72,22571,22580,1
673,346,927,15,159,22572,22581,1
1666,1211,26,9,0,22573,22582,1
765,653,57,9,28,22574,22583,1
2285,2377,249,15,116,22575,22584,1
85,18,146,9,145,22576,22585,1
7784,8699,1247,8,35,22577,22586,1
798,422,294,15,0,22578,22587,1
10103,9191,101,9,69,22579,22588,1
5103,5112,4483,11,56,22580,22589,1
18359,17918,8345,14,159,22581,22590,1
32408,30764,122,9,96,22582,22591,1
5079,4618,59,15,150,22583,22592,1
33285,30260,1522,7,43,22584,22593,1
1478,1227,1939,9,45,22585,22594,1
562,267,320,13,104,22586,22595,1
1020,96,79,9,94,22587,22596,1
1723,1176,633,5,0,22588,22597,1
1001,601,31360,5,0,22589,22598,1
268,279,2675,13,133,22590,22599,1
247,24,7,9,114,22591,22600,1
1050,161,34,13,126,22592,22601,1
897,515,576,15,106,22593,22602,1
15723,15196,10144,12,76,22594,22603,1
122,36,1,10,77,22595,22604,1
591,1743,610,8,60,22596,22605,1
47781,50266,18299,10,160,22597,22606,1
68705,78859,442,15,80,22598,22607,1
14633,15100,1981,14,140,22599,22608,1
1879,919,2106,14,109,22600,22609,1
1248,2102,3422,9,23,22601,22610,1
2000,1337,122,14,159,22602,22611,1
4198,3880,10706,12,96,22603,22612,1
4223,3857,97,15,153,22604,22613,1
937,196,14,11,0,22605,22614,1
2314,2101,100829,7,44,22606,22615,1
140,72,2859,9,81,22607,22616,1
2330,2598,1193,15,46,22608,22617,1
5785,5383,33,11,0,22609,22618,1
1809,1295,89,12,110,22610,22619,1
2869,2613,651,10,159,22611,22620,1
2672,2676,94,8,0,22612,22621,1
1875,558,99,12,68,22613,22622,1
1878,880,142,13,39,22614,22623,1
471,383,505,11,46,22615,22624,1
2882,2627,1524,14,106,22616,22625,1
2001,1072,78,13,0,22617,22626,1
101,33,79,8,0,22618,22627,1
1971,1639,4447,8,19,22619,22628,1
1561,320,2291,12,19,22620,22629,1
1246,575,125,5,72,22621,22630,1
2001,1764,636,11,37,22622,22631,1
2001,955,29,10,70,22623,22632,1
6594,6146,1449,8,130,22624,22633,1
3042,2999,4268,12,125,22625,22634,1
644,170,28,11,124,22626,22635,1
41845,42176,1348,8,148,22627,22636,1
9690,8921,6838,9,93,22628,22637,1
3880,3815,4679,11,132,22629,22638,1
191,87,911,10,58,22630,22639,1
11835,10762,4387,15,149,22631,22640,1
1624,179,27,13,0,22632,22641,1
1081,1100,690,9,156,22633,22642,1
785,326,133,11,21,22634,22643,1
2130,2437,1335,10,125,22635,22644,1
1337,542,503,12,159,22636,22645,1
5128,4661,2450,13,37,22637,22646,1
2156,1958,111,15,135,22638,22647,1
2089,2009,17,11,80,22639,22648,1
1193,889,7829,11,117,22640,22649,1
1752,1463,612,11,149,22641,22650,1
22765,21307,1902,10,83,22642,22651,1
872,170,120,10,36,22643,22652,1
670,323,428,13,41,22644,22653,1
90,65,925,8,82,22645,22654,1
1347,195,692,15,117,22646,22655,1
4809,5122,191,10,111,22647,22656,1
1239,735,123,11,92,22648,22657,1
1959,1286,899,7,160,22649,22658,1
22957,23723,619,15,154,22650,22659,1
1431,912,37,12,69,22651,22660,1
2921,2789,233,11,57,22652,22661,1
1178,687,170,9,157,22653,22662,1
574,396,187,13,23,22654,22663,1
1883,227,118,12,33,22655,22664,1
36292,36236,475,8,106,22656,22665,1
1982,2228,376,6,153,22657,22666,1
865,257,16,12,48,22658,22667,1
2001,1415,572,12,0,22659,22668,1
5165,4772,2844,12,143,22660,22669,1
24919,23102,971,13,105,22661,22670,1
1528,2193,27284,13,113,22662,22671,1
566,210,120,6,86,22663,22672,1
3464,3203,7524,9,132,22664,22673,1
1896,756,369,10,47,22665,22674,1
577,189,76,11,103,22666,22675,1
10359,12578,174,14,44,22667,22676,1
18402,19678,22327,14,160,22668,22677,1
146,124,790,7,25,22669,22678,1
1956,1129,30,12,0,22670,22679,1
275,108,287,13,39,22671,22680,1
5486,5013,795,13,135,22672,22681,1
196,153,158,13,87,22673,22682,1
609,347,64,15,32,22674,22683,1
378,83,46,14,55,22675,22684,1
372,80,19,11,157,22676,22685,1
81,17,12,10,55,22677,22686,1
2143,2082,328,10,71,22678,22687,1
174,89,83,13,15,22679,22688,1
15826,14938,2241,12,51,22680,22689,1
307,71,1810,8,46,22681,22690,1
1602,1480,166,9,68,22682,22691,1
